,MolLogP,MolWt,NumRotatableBonds,AromaticProportion,logS
477,1.7597,236.271,4.0,0.3529411764705882,-1.83
478,2.1183,221.25599999999997,1.0,0.375,-2.8
479,5.420300000000004,342.875,8.0,0.3333333333333333,-5.736000000000001
480,2.620000000000001,235.308,2.0,0.375,-3.14
481,1.1349999999999998,237.097,3.0,0.0,-2.68
482,2.824020000000001,150.22099999999998,1.0,0.5454545454545454,-2.08
483,2.4879000000000007,150.22099999999998,1.0,0.0,-2.06
484,-0.4628999999999993,309.529,2.0,0.0,-1.84
485,0.909,323.13200000000006,6.0,0.3,-2.111
486,2.2174,257.76899999999995,6.0,0.3529411764705882,-4.4110000000000005
487,3.127600000000002,293.548,2.0,0.4,-3.924
488,2.910200000000001,223.659,2.0,0.4,-2.617
489,5.682800000000001,409.7819999999999,0.0,0.0,-6.86
490,5.024200000000001,338.876,0.0,0.0,-5.64
491,2.8698200000000007,196.681,2.0,0.4615384615384615,-2.86
492,1.1715999999999998,414.82700000000017,8.0,0.4444444444444444,-4.5760000000000005
493,-0.2895000000000001,93.513,1.0,0.0,-0.02
494,0.74878,75.498,0.0,0.0,-0.092
495,2.34,112.55899999999995,0.0,0.8571428571428571,-2.38
496,2.2986000000000004,208.28,0.0,0.0,-1.9
497,1.2451,64.515,0.0,0.0,-1.06
498,1.3687,62.499,0.0,0.0,-1.75
499,3.2969000000000017,213.664,2.0,0.4285714285714285,-3.38
500,1.5908000000000002,164.375,0.0,0.0,-2.0
501,4.180900000000003,339.21800000000013,4.0,0.5454545454545454,-4.53
502,4.043559999999999,265.914,0.0,0.4285714285714285,-5.64
503,-0.0608999999999992,295.72900000000004,1.0,0.3529411764705882,-3.05
504,2.741920000000001,212.68,1.0,0.4285714285714285,-3.46
505,4.225800000000003,290.75,3.0,0.6,-4.89
506,4.718100000000002,350.591,6.0,0.3333333333333333,-5.67
507,4.2434,267.93,0.0,0.7142857142857143,-5.43
508,0.9242000000000008,338.7720000000001,2.0,0.5454545454545454,-3.451
509,2.741920000000001,212.68,1.0,0.4285714285714285,-3.483
510,1.7744999999999995,169.567,0.0,0.8181818181818182,-2.8310000000000004
511,5.244800000000004,254.332,0.0,0.9,-7.85
512,5.146200000000003,228.294,0.0,1.0,-8.057
513,1.9352,96.94400000000002,0.0,0.0,-1.3
514,2.832600000000001,112.216,0.0,0.0,-4.3
515,1.9725,70.135,1.0,0.0,-2.54
516,2.878000000000001,152.237,4.0,0.0,-2.06
517,2.640000000000001,239.702,2.0,0.375,-2.338
518,3.037700000000001,315.716,2.0,0.5454545454545454,-3.499
519,6.919200000000002,300.36000000000007,0.0,1.0,-9.332
520,2.666700000000002,346.46700000000016,2.0,0.0,-3.24
521,1.9898,360.45000000000016,2.0,0.0,-3.11
522,2.560600000000001,402.48700000000025,3.0,0.0,-4.21
523,4.263000000000003,342.7780000000001,4.0,0.6666666666666666,-5.839
524,4.431120000000004,362.7710000000001,6.0,0.4545454545454545,-5.382000000000001
525,3.9668000000000023,292.33400000000006,1.0,0.7272727272727273,-2.84
526,1.6708799999999997,240.698,4.0,0.375,-3.15
527,3.5141000000000027,215.36199999999997,3.0,0.0,-3.4
528,1.2492,236.27099999999996,2.0,0.0,-2.17
529,-0.4773,168.15200000000002,0.0,0.0,-1.655
530,2.730700000000001,98.189,0.0,0.0,-3.51
531,1.7015,114.188,0.0,0.0,-0.88
532,2.5067000000000004,96.173,0.0,0.0,-3.18
533,0.6929999999999998,210.233,0.0,0.0,-3.168
534,2.3406,84.162,0.0,0.0,-3.1
535,1.3114,100.161,0.0,0.0,-0.44
536,1.5196,98.145,0.0,0.0,-0.6
537,2.1166,82.146,0.0,0.0,-2.59
538,1.0415,281.35200000000003,3.0,0.0,-1.13
539,0.3029,196.206,0.0,0.0,-3.06
540,3.120800000000002,112.216,0.0,0.0,-4.15
541,2.0916,128.215,0.0,0.0,-1.29
542,1.0831,224.26,0.0,0.0,-2.982
543,1.9505,70.135,0.0,0.0,-2.64
544,1.7265,68.11900000000001,0.0,0.0,-2.1
545,-0.0872000000000001,182.179,0.0,0.0,-2.349
546,-0.8674000000000002,154.125,0.0,0.0,-1.886
547,2.3705,198.30999999999992,1.0,0.0,-2.218
548,6.317080000000003,434.29400000000015,6.0,0.4137931034482758,-7.337000000000001
549,6.543980000000005,449.8560000000001,6.0,0.3870967741935484,-8.176
550,6.177980000000004,416.30400000000014,6.0,0.4285714285714285,-8.017000000000001
551,-0.6479000000000001,111.104,0.0,0.75,-1.155
552,4.221000000000004,337.4630000000001,0.0,0.2,-5.507000000000001
553,1.6838000000000002,248.307,2.0,0.7058823529411765,-3.094
554,5.929000000000003,320.04600000000005,3.0,0.6666666666666666,-7.2
555,6.187900000000003,318.0300000000001,2.0,0.6666666666666666,-6.9
556,6.495500000000002,354.491,2.0,0.631578947368421,-7.15
557,3.3668000000000022,138.254,0.0,0.0,-5.19
558,6.694400000000005,314.5220000000001,12.0,0.0,-5.14
559,6.490180000000005,505.2060000000002,6.0,0.4285714285714285,-8.402000000000001
560,3.695900000000003,330.4680000000001,2.0,0.0,-3.45
561,4.266700000000004,372.5050000000002,3.0,0.0,-4.63
562,3.8659000000000017,300.314,4.0,0.5454545454545454,-4.632
563,1.8957,392.4670000000002,2.0,0.0,-3.59
564,2.466500000000001,434.5040000000003,3.0,0.0,-4.9
565,2.401700000000001,152.237,0.0,0.0,-1.85
566,6.433000000000007,390.5640000000003,14.0,0.2142857142857142,-6.96
567,3.878200000000003,393.85400000000016,8.0,0.2608695652173913,-6.34
568,3.878200000000003,393.85400000000016,8.0,0.2608695652173913,-6.34
569,4.277400000000004,270.225,4.0,0.0,-4.2860000000000005
570,3.153800000000002,284.74600000000004,1.0,0.6,-3.754
571,3.5847200000000026,304.35200000000003,7.0,0.3157894736842105,-3.64
572,3.586000000000002,168.195,0.0,1.0,-4.6
573,4.054500000000002,184.263,0.0,1.0,-4.38
574,1.7337,173.83499999999998,0.0,0.0,-1.17
575,2.603200000000001,130.231,6.0,0.0,-1.85
576,4.7938000000000045,314.46600000000007,15.0,0.0,-3.896
577,3.600400000000003,278.348,8.0,0.3,-4.4
578,3.144300000000002,297.656,5.0,0.3529411764705882,-4.31
579,1.4215,84.93299999999999,0.0,0.0,-0.63
580,3.9954000000000014,269.127,2.0,0.7058823529411765,-3.953
581,5.599500000000002,370.49,2.0,0.6,-5.666
582,4.481400000000002,380.913,0.0,0.0,-6.29
583,4.604600000000004,266.34,3.0,0.6,-4.95
584,7.725599999999999,474.64,1.0,0.0,-7.278
585,1.0428000000000002,74.123,2.0,0.0,-0.09
586,2.04,222.23999999999995,4.0,0.375,-2.35
587,1.7594,90.191,2.0,0.0,-1.34
588,2.4076000000000004,122.258,3.0,0.0,-2.42
589,4.828600000000005,268.356,4.0,0.6,-4.07
590,3.581000000000002,286.331,4.0,0.5714285714285714,-4.16
591,3.5801000000000016,310.687,2.0,0.5714285714285714,-6.02
592,3.247300000000002,764.9499999999999,7.0,0.0,-5.292999999999999
593,2.218100000000001,780.9490000000001,7.0,0.0,-4.081
594,5.160800000000005,334.45600000000024,12.0,0.25,-6.144
595,1.8139,267.835,0.0,0.0,-2.34
596,6.433000000000008,390.5640000000002,14.0,0.2142857142857142,-6.6370000000000005
597,1.8198,102.177,2.0,0.0,-1.1
598,2.5364000000000004,118.245,2.0,0.0,-2.24
599,2.3950000000000005,299.6909999999999,8.0,0.0,0.523
600,2.869900000000001,338.79500000000013,2.0,0.4782608695652174,-4.328
601,1.9576,211.26099999999997,1.0,0.0,-0.85
602,1.89922,209.293,4.0,0.4,-2.24
603,0.2367,76.095,2.0,0.0,0.48
604,1.2597999999999998,194.18599999999995,2.0,0.4285714285714285,-1.66
605,0.9792,62.137,0.0,0.0,-0.45
606,1.6274,94.204,1.0,0.0,-1.44
607,2.9502000000000006,322.243,5.0,0.2727272727272727,-5.47
608,2.7221000000000024,240.21499999999995,4.0,0.3529411764705882,-3.38
609,-3.834600000000001,180.156,0.0,0.0,0.35
610,2.539600000000001,118.245,4.0,0.0,-2.58
611,6.721200000000008,390.5640000000004,16.0,0.2142857142857142,-5.115
612,5.508800000000006,414.63000000000017,0.0,0.0,-7.32
613,1.4502,223.22799999999995,2.0,0.375,-1.57
614,2.9067000000000016,239.318,3.0,0.6666666666666666,-2.98
615,3.478900000000002,170.211,2.0,0.9230769230769232,-3.96
616,3.430200000000002,169.227,2.0,0.9230769230769232,-3.504
617,3.277400000000002,168.239,2.0,0.9230769230769232,-4.08
618,1.823,102.177,4.0,0.0,-1.62
619,3.621200000000002,296.5520000000001,4.0,0.0,-4.86
620,3.770200000000002,274.413,9.0,0.0,-4.23
621,2.5801000000000007,299.28800000000007,5.0,0.3157894736842105,-3.35
622,3.0869000000000018,233.098,1.0,0.4285714285714285,-3.8
623,3.308900000000002,136.238,1.0,0.0,-4.26
624,1.5170200000000005,198.134,2.0,0.4285714285714285,-1.456
625,1.5759,180.207,3.0,0.4615384615384615,-2.17
626,-2.2130999999999985,254.24599999999995,3.0,0.5,-0.17
627,8.048000000000007,282.5559999999999,17.0,0.0,-8.172
628,4.481400000000002,380.913,0.0,0.0,-6.18
629,3.959100000000003,290.447,0.0,0.0,-4.16
630,4.483900000000005,306.51500000000004,0.0,0.0,-5.41
631,3.9444000000000026,266.34,0.0,0.5,-5.24
632,3.7375000000000025,268.356,0.0,0.3,-5.282
633,2.2155000000000005,288.255,1.0,0.5714285714285714,-3.62
634,-2.3071999999999995,122.12,3.0,0.0,0.7
635,3.609200000000002,272.388,0.0,0.3,-5.03
636,2.4237,148.205,3.0,0.5454545454545454,-2.92
637,2.5800000000000005,288.387,0.0,0.2857142857142857,-4.955
638,3.817400000000003,270.372,0.0,0.3,-3.955
639,3.924200000000004,333.266,6.0,0.2608695652173913,-6.124
640,1.0262,30.07,0.0,0.0,-1.36
641,0.9361,62.137,0.0,0.0,-0.6
642,-0.0014,46.069,0.0,0.0,1.1
643,3.612600000000002,296.41,0.0,0.2727272727272727,-4.3
644,2.6579000000000006,225.313,4.0,0.4,-2.09
645,5.005300000000004,384.4870000000002,12.0,0.0,-5.54
646,1.85272,209.293,5.0,0.4,-3.028
647,3.8826000000000023,312.45300000000003,0.0,0.0,-5.66
648,2.0576,286.34900000000005,4.0,0.3157894736842105,-3.42
649,2.0576,286.34900000000005,4.0,0.3157894736842105,-3.42
650,1.3424,258.324,3.0,0.5625,-3.81
651,0.5694,88.106,1.0,0.0,-0.04
652,1.8633,150.177,2.0,0.5454545454545454,-2.32
653,2.1298000000000004,144.21399999999997,5.0,0.0,-1.28
654,2.2629,176.215,3.0,0.4615384615384615,-3.0
655,3.6902000000000026,200.322,9.0,0.0,-4.1
656,0.1793,74.07900000000001,2.0,0.0,0.15
657,2.5199000000000007,158.241,6.0,0.0,-2.74
658,2.1298000000000004,144.21399999999997,5.0,0.0,-2.35
659,3.3001000000000023,186.295,8.0,0.0,-3.8
660,2.910000000000001,172.26799999999997,7.0,0.0,-3.39
661,1.7397,130.18699999999998,4.0,0.0,-1.75
662,0.9595,102.133,2.0,0.0,-0.66
663,1.4329,88.14999999999999,3.0,0.0,-0.66
664,1.1664,72.10700000000001,2.0,0.0,-0.85
665,2.249000000000001,106.16799999999996,1.0,0.75,-2.77
666,2.976700000000002,112.216,1.0,0.0,-4.25
667,0.8022,28.053999999999995,0.0,0.0,-0.4
668,1.4455,165.19199999999998,2.0,0.5,-2.1
669,1.5689,166.176,2.0,0.5,-2.35
670,0.2493999999999999,26.038,0.0,0.0,0.29
671,6.372000000000007,376.496,9.0,0.6428571428571429,-8.6
672,2.669100000000001,244.294,4.0,0.6111111111111112,-4.735
673,1.338599999999999,588.5620000000001,5.0,0.2857142857142857,-3.571
674,2.7441000000000013,154.253,0.0,0.0,-1.64
675,2.1293,164.204,3.0,0.5,-1.56
676,4.0676000000000005,331.202,3.0,0.8181818181818182,-4.38
677,2.840320000000001,201.225,2.0,0.7333333333333333,-3.3
678,2.7993200000000007,277.238,5.0,0.3529411764705882,-4.04
679,3.2604000000000024,253.367,6.0,0.3529411764705882,-3.927
680,3.6038000000000014,301.34200000000004,7.0,0.5454545454545454,-4.7
681,5.268980000000004,349.43000000000006,5.0,0.4615384615384615,-6.025
682,3.1003000000000016,308.36100000000005,7.0,0.3333333333333333,-2.3
683,3.6130200000000015,278.335,5.0,0.375,-4.57
684,1.7801,164.208,1.0,0.5,-1.6
685,0.7357999999999993,306.276,5.0,0.7272727272727273,-1.8
686,6.627980000000005,451.4690000000001,9.0,0.5454545454545454,-6.876
687,-0.5088000000000001,129.09399999999997,0.0,0.6666666666666666,-0.972
688,1.8737,380.4560000000001,2.0,0.0,-3.43
689,1.8437,410.4570000000002,2.0,0.0,-5.613
690,5.340800000000003,421.7340000000001,6.0,0.4285714285714285,-6.78
691,2.7989000000000006,232.205,1.0,0.375,-3.43
692,4.487200000000002,202.256,0.0,1.0,-6.0
693,3.2578000000000014,166.22299999999998,0.0,0.9230769230769232,-5.0
694,1.8257,96.10399999999998,0.0,0.8571428571428571,-1.8
695,2.923300000000001,376.4680000000001,1.0,0.0,-4.099
696,2.7989000000000006,232.205,1.0,0.375,-3.32
697,4.738100000000002,329.321,2.0,0.75,-4.445
698,3.514400000000002,312.118,2.0,0.3157894736842105,-4.047
699,2.492400000000001,301.296,4.0,0.7727272727272727,-3.37
700,7.395680000000005,502.9200000000002,8.0,0.5142857142857142,-8.003
701,1.6262,221.26,3.0,0.375,-2.34
702,0.8516999999999999,257.273,6.0,0.0,-1.995
703,-3.2198,180.156,2.0,0.0,0.64
704,1.2795999999999998,68.07499999999999,0.0,1.0,-0.82
705,1.0920999999999998,96.08499999999998,1.0,0.7142857142857143,-0.1
706,1.5528,262.261,1.0,0.0,-2.943
707,3.141800000000001,372.80800000000016,6.0,0.6153846153846154,-4.571000000000001
708,-3.2214000000000005,180.156,1.0,0.0,0.74
709,1.771,217.268,2.0,0.375,-2.337
710,-1.6681,92.094,2.0,0.0,1.12
711,0.0442999999999997,218.205,5.0,0.0,-0.6
712,2.8103000000000007,352.7700000000001,3.0,0.25,-3.2460000000000004
713,1.4008,124.13899999999995,1.0,0.6666666666666666,-1.96
714,-0.7716000000000003,151.129,0.0,0.8181818181818182,-3.583
715,2.5085,197.381,0.0,0.0,-1.71
716,1.3295999999999997,300.266,0.0,0.2727272727272727,-2.7
717,5.2415,373.3209999999999,0.0,0.0,-6.317
718,2.976700000000002,100.205,4.0,0.0,-4.53
719,4.7574,260.762,1.0,0.0,-4.92
720,3.7268,236.74,0.0,0.0,-3.67
721,10.388599999999991,366.7180000000002,23.0,0.0,-8.334
722,6.487600000000007,226.44799999999992,13.0,0.0,-8.4
723,3.5371200000000025,162.27599999999998,0.0,0.5,-5.23
724,2.5866000000000007,86.178,3.0,0.0,-3.84
725,4.785200000000005,270.372,5.0,0.6,-4.43
726,3.809400000000003,162.276,5.0,0.5,-5.21
727,-1.1742,100.077,0.0,0.0,-0.4
728,3.1256000000000013,184.242,3.0,0.8571428571428571,-2.92
729,2.4536000000000007,214.264,3.0,0.75,-1.93
730,-0.3512999999999994,297.745,1.0,0.3529411764705882,-2.63
731,1.7815999999999996,362.4660000000002,2.0,0.0,-3.09
732,2.3524000000000003,404.5030000000002,3.0,0.0,-4.88
733,3.995,354.8749999999999,0.0,0.0,-5.46
734,3.8384000000000023,330.4680000000001,1.0,0.0,-3.817
735,-0.3538,136.114,0.0,0.9,-2.296
736,2.1753,118.17899999999996,0.0,0.6666666666666666,-3.04
737,2.0834,365.842,3.0,0.5,-3.5860000000000003
738,1.5629,118.13899999999998,0.0,1.0,-2.16
739,2.1678999999999995,117.15099999999995,0.0,1.0,-1.52
740,1.6545999999999998,119.167,0.0,0.6666666666666666,-1.04
741,-1.8566000000000005,268.22900000000004,2.0,0.4736842105263157,-1.23
742,2.2912,204.01,0.0,0.8571428571428571,-3.01
743,1.4413,155.966,0.0,0.0,-1.6
744,4.494100000000002,413.0,4.0,0.375,-6.62
745,1.0512,141.939,0.0,0.0,-1.0
746,2.4730799999999995,370.915,0.0,0.5454545454545454,-3.61
747,2.1915,243.742,5.0,0.375,-3.785
748,3.1887000000000016,313.747,7.0,0.2777777777777778,-3.658
749,1.2055,116.15999999999998,2.0,0.0,-1.21
750,0.8154,102.13299999999998,3.0,0.0,-1.01
751,2.8851000000000013,134.22199999999998,2.0,0.6,-4.12
752,0.3772000000000002,185.227,2.0,0.0,-2.15
753,1.41762,231.255,4.0,0.6470588235294118,-2.461
754,3.8896000000000033,345.4010000000002,8.0,0.2727272727272727,-4.194
755,-0.3593,151.129,0.0,0.8181818181818182,-3.401
756,-0.3149000000000001,137.14200000000002,1.0,0.6,0.009
757,1.5956,130.18699999999998,3.0,0.0,-1.92
758,1.2055,116.15999999999998,4.0,0.0,-1.52
759,2.3218000000000005,138.20999999999998,0.0,0.0,-1.06
760,2.528200000000001,193.246,2.0,0.4285714285714285,-2.863
761,4.252800000000004,309.36600000000004,8.0,0.2727272727272727,-6.49
762,0.9579,102.133,1.0,0.0,-0.55
763,0.5678,88.106,2.0,0.0,-0.63
764,2.8100000000000014,120.19499999999996,1.0,0.6666666666666666,-3.27
765,2.903500000000001,206.289,2.0,0.4,-3.536
766,2.2348,129.16199999999998,0.0,1.0,-1.45
767,2.6670000000000007,279.34,2.0,0.3,-2.93
768,2.966800000000001,322.36400000000003,5.0,0.5,-3.27
769,4.6182,490.6390000000001,0.0,0.0,-5.259
770,2.8648200000000017,260.24499999999995,2.0,0.6842105263157895,-3.0210000000000004
771,-5.397199999999993,342.297,4.0,0.0,-0.244
772,-2.5823000000000005,150.13,0.0,0.0,0.39
773,1.5305,234.29899999999995,1.0,0.3529411764705882,-4.593999999999999
774,2.6698000000000013,154.253,4.0,0.0,-1.99
775,3.644400000000001,290.832,0.0,0.0,-4.64
776,3.0185000000000013,249.097,2.0,0.4,-3.592
777,3.101300000000001,321.163,1.0,0.5714285714285714,-3.604
778,4.195500000000004,404.54700000000025,6.0,0.0,-6.005
779,2.1218000000000004,330.3640000000001,9.0,0.0,-3.37
780,0.5027,160.16899999999998,4.0,0.0,-0.82
781,-5.397199999999993,342.297,4.0,0.0,0.358
782,-3.5854000000000004,182.172,5.0,0.0,0.06
783,1.9222,127.574,0.0,0.75,-1.37
784,3.102500000000001,191.455,0.0,0.75,-3.21
785,2.9446000000000003,238.455,0.0,0.75,-3.55
786,2.2482000000000006,157.55599999999998,1.0,0.6,-2.77
787,2.972200000000001,295.298,3.0,0.6818181818181818,-3.88
788,2.632000000000001,329.3800000000001,8.0,0.0,-2.518
789,0.8497999999999999,196.202,2.0,0.0,-1.899
790,5.279700000000005,340.5070000000001,1.0,0.0,-5.27
791,3.3381000000000016,298.367,4.0,0.7142857142857143,-4.873
792,2.52334,310.297,3.0,0.3,-3.24
793,4.575300000000004,384.5160000000002,2.0,0.0,-5.35
794,2.0119,172.18299999999996,0.0,0.4615384615384615,-3.03
795,2.439500000000001,156.269,1.0,0.0,-2.53
796,2.6477000000000013,154.253,1.0,0.0,-2.35
797,0.9834000000000004,218.253,6.0,0.0,-1.807
798,2.585,167.25799999999998,0.0,0.9,-3.18
799,1.84434,279.336,5.0,0.3,-1.601
800,0.6361,16.043,0.0,0.0,-0.9
801,-0.3915,32.042,0.0,0.0,1.57
802,3.002540000000001,250.301,1.0,0.8421052631578947,-2.925
803,0.5009999999999999,198.222,2.0,0.0,-2.23
804,1.4359999999999995,261.064,1.0,0.6875,-2.82
805,0.5302000000000002,241.24299999999997,6.0,0.3529411764705882,-0.985
806,5.062000000000006,310.47800000000007,10.0,0.0,-5.19
807,1.8622,271.39,8.0,0.3333333333333333,-2.928
808,2.5478000000000005,216.19199999999995,1.0,0.8125,-3.664
809,5.205900000000002,345.6529999999999,4.0,0.5714285714285714,-6.89
810,0.1792999999999999,74.07900000000001,0.0,0.0,0.46
811,0.3453999999999999,86.09,1.0,0.0,-0.22
812,1.4732,136.14999999999998,1.0,0.6,-1.85
813,1.4329,88.14999999999999,3.0,0.0,-0.99
814,1.3496,116.15999999999998,3.0,0.0,-0.82
815,3.3001000000000023,186.295,8.0,0.0,-4.69
816,-0.2108000000000001,60.05200000000001,1.0,0.0,0.58
817,0.5899999999999996,184.147,1.0,0.4615384615384615,-1.24
818,1.7397,130.18699999999998,4.0,0.0,-1.87
819,-0.9205,46.073,0.0,0.0,1.34
820,4.080300000000003,214.349,10.0,0.0,-4.69
821,0.8681999999999999,137.138,1.0,0.6,-0.46
822,2.910000000000001,172.268,7.0,0.0,-3.38
823,2.5199000000000007,158.241,6.0,0.0,-3.17
824,1.3496,116.15999999999998,3.0,0.0,-1.36
825,0.5694,88.106,1.0,0.0,-0.14
826,1.0428,74.12299999999999,2.0,0.0,-0.39
827,1.4313,88.14999999999999,0.0,0.0,-0.24
828,2.5866000000000007,98.189,0.0,0.0,-3.85
829,2.1965000000000003,84.162,0.0,0.0,-3.3
830,3.767700000000003,268.36,3.0,0.6,-3.35
831,1.1788,152.149,1.0,0.5454545454545454,-1.827
832,4.840100000000005,344.4950000000001,1.0,0.0,-5.284
833,0.74091,142.18300000000002,0.0,0.6666666666666666,-2.436
834,3.1641200000000014,283.7989999999999,6.0,0.3157894736842105,-2.73
835,2.7141199999999994,365.8420000000001,2.0,0.5,-3.78
836,1.4048,151.165,1.0,0.5454545454545454,-1.803
837,2.4421,228.679,2.0,0.4,-2.564
838,0.0920199999999999,171.15599999999998,3.0,0.4166666666666667,-1.26
839,0.3714999999999997,214.294,1.0,0.4285714285714285,-2.253
840,0.0920199999999999,171.15599999999998,3.0,0.4166666666666667,-1.22
841,2.5882000000000005,175.0,0.0,0.75,-2.67
842,-0.1303000000000003,209.253,1.0,0.4,-1.989
843,6.222999999999999,545.5460000000002,0.0,0.0,-6.8
844,1.5772199999999998,107.156,0.0,0.75,-0.85
845,1.177,138.126,1.0,0.6,-2.19
846,1.3003999999999998,139.11,1.0,0.6,-1.01
847,1.90322,137.138,1.0,0.6,-2.44
848,2.365100000000001,214.652,2.0,0.4285714285714285,-2.57
849,-2.884799999999998,446.405,6.0,0.1935483870967742,-0.742
850,2.4335000000000004,198.653,1.0,0.4615384615384615,-2.89
851,1.9879999999999995,302.23800000000006,1.0,0.7272727272727273,-3.083
852,2.30344,106.168,0.0,0.75,-2.82
853,2.532800000000001,149.237,3.0,0.5454545454545454,-3.03
854,0.0944999999999998,87.12199999999999,0.0,0.0,1.11
855,1.7526,121.18299999999996,1.0,0.6666666666666666,-1.92
856,3.651200000000001,380.784,5.0,0.0,-2.28
857,3.475500000000002,271.36,5.0,0.5,-3.57
858,5.146200000000003,228.294,0.0,1.0,-8.6
859,2.839800000000001,128.17399999999995,0.0,1.0,-3.6
860,4.257200000000004,275.179,4.0,0.3529411764705882,-4.77
861,2.6714000000000016,154.253,4.0,0.0,-2.46
862,2.1184,121.18299999999996,2.0,0.6666666666666666,-1.7
863,2.6512200000000004,266.30400000000003,1.0,0.6,-3.19
864,3.8595000000000006,327.1230000000001,3.0,0.5714285714285714,-4.7
865,0.1805000000000001,122.12699999999997,1.0,0.6666666666666666,0.61
866,2.1756,346.33900000000017,4.0,0.24,-4.76
867,0.9959,156.09699999999998,2.0,0.4545454545454545,-2.19
868,2.4086000000000007,295.29800000000006,2.0,0.5454545454545454,-3.796
869,0.5808999999999999,214.206,2.0,0.3571428571428571,-3.22
870,2.9502000000000006,322.243,5.0,0.2727272727272727,-3.5610000000000004
871,3.5617,230.909,0.0,0.5454545454545454,-3.76
872,2.3843,281.271,2.0,0.5714285714285714,-3.796
873,1.5948,123.11099999999996,1.0,0.6666666666666666,-1.8
874,0.2829999999999999,75.067,1.0,0.0,-0.22
875,4.693900000000003,284.098,3.0,0.6666666666666666,-5.46
876,0.0734999999999999,238.159,3.0,0.2941176470588235,-3.38
877,-1.0200999999999996,227.085,8.0,0.0,-2.22
878,-0.1071,61.040000000000006,0.0,0.0,0.26
879,1.7283,107.15599999999998,1.0,0.75,-1.28
880,3.7569000000000026,128.259,6.0,0.0,-5.88
881,4.289400000000002,511.5810000000002,5.0,0.6153846153846154,-3.931
882,2.0823,222.33199999999997,1.0,0.0,-3.1710000000000003
883,4.063300000000004,340.4630000000001,1.0,0.0,-4.8
884,2.607400000000001,314.42500000000007,0.0,0.0,-4.57
885,2.946400000000001,303.67100000000005,2.0,0.6,-4.046
886,5.929000000000003,320.04600000000005,3.0,0.6666666666666666,-6.51
887,0.9744,109.128,0.0,0.75,-0.72
888,1.9222,127.574,0.0,0.75,-1.52
889,3.1025,191.455,0.0,0.75,-3.19
890,2.9446000000000003,238.455,0.0,0.75,-3.54
891,2.2482,157.55599999999998,1.0,0.6,-2.55
892,3.3668000000000022,114.232,5.0,0.0,-5.24
893,0.1016000000000001,89.09400000000001,1.0,0.0,0.85
894,2.5882000000000005,175.0,0.0,0.75,-2.7
895,0.4911,137.13799999999998,1.0,0.6,-1.82
896,1.4008,124.13899999999995,1.0,0.6666666666666666,-1.96
897,1.177,138.126,1.0,0.6,-1.96
898,1.6033999999999995,153.13699999999997,2.0,0.5454545454545454,-1.96
899,1.3004000000000002,139.11,1.0,0.6,-1.74
900,1.90322,137.138,1.0,0.6,-2.33
901,1.7768000000000002,346.3650000000001,8.0,0.2608695652173913,-5.16
902,3.3103000000000025,244.28999999999996,3.0,0.5555555555555556,-4.314
903,1.57722,107.156,0.0,0.75,-2.21
904,4.217000000000003,345.22600000000017,3.0,0.5,-5.696000000000001
905,0.1070999999999999,219.266,1.0,0.0,0.106
906,2.4479,286.718,1.0,0.6,-3.952
907,1.3016,267.306,2.0,0.3333333333333333,-2.281
908,2.30344,106.168,0.0,0.75,-2.8
909,3.493400000000002,324.38000000000005,5.0,0.5,-3.73
910,2.518,184.242,1.0,0.8571428571428571,-2.7
911,5.929000000000003,320.04600000000005,3.0,0.6666666666666666,-7.2
912,6.187900000000003,318.0300000000001,2.0,0.6666666666666666,-6.9
913,0.9744,109.128,0.0,0.75,-0.8
914,-1.6476000000000002,114.06,0.0,0.0,-0.4
915,3.2711000000000023,291.26500000000004,7.0,0.3333333333333333,-4.66
916,2.518,184.242,1.0,0.8571428571428571,-2.7
917,2.4075,214.062,1.0,0.5454545454545454,-3.083
918,3.053700000000001,282.90599999999995,0.0,0.75,-4.56
919,2.2984,169.611,1.0,0.5454545454545454,-2.843
920,1.9222,127.574,0.0,0.75,-1.66
921,3.102500000000001,191.455,0.0,0.75,-3.63
922,2.944600000000001,238.455,0.0,0.75,-4.03
923,2.2482000000000006,157.55599999999998,1.0,0.6,-2.92
924,1.7006199999999998,108.14,0.0,0.75,-0.73
925,3.3716000000000026,203.351,6.0,0.0,-3.53
926,5.316700000000004,328.843,4.0,0.5217391304347826,-5.915
927,4.9536,250.339,0.0,0.5454545454545454,-5.65
928,3.1603000000000003,202.295,0.0,0.0,-2.6
929,4.6592,266.338,0.0,0.5,-4.28
930,3.2287000000000017,148.249,0.0,0.5454545454545454,-4.0
931,2.1965000000000003,72.151,2.0,0.0,-3.18
932,1.1849999999999992,226.27599999999995,4.0,0.0,-2.39
933,1.7397,130.18699999999998,4.0,0.0,-1.89
934,1.7397,130.18699999999998,4.0,0.0,-2.25
935,3.4193000000000024,148.249,4.0,0.5454545454545454,-4.64
936,3.7569000000000026,140.26999999999998,4.0,0.0,-6.08
937,3.0893200000000016,379.381,4.0,0.5,-3.8
938,6.113300000000004,391.2940000000001,6.0,0.4615384615384615,-6.291
939,5.737200000000003,252.316,0.0,1.0,-8.804
940,1.7840999999999998,153.156,1.0,0.5454545454545454,-1.78
941,2.0437,179.219,3.0,0.4615384615384615,-2.35
942,3.993000000000002,178.23399999999998,0.0,1.0,-5.26
943,3.388000000000001,179.22199999999998,0.0,1.0,-2.78
